"year";"plot";"subplot";"species";"individuals"
2019;2;"C2";"SCLA";0
2015;3;"C2";"SCLA";0
2016;3;"C2";"SCLA";0
2017;3;"C2";"SCLA";0
2019;3;"C2";"SCLA";0
2015;4;"C2";"SCLA";8
2016;4;"C2";"SCLA";0
2017;4;"C2";"SCLA";0
2019;4;"C2";"SCLA";0
2015;5;"C2";"SCLA";1
2016;5;"C2";"SCLA";0
2017;5;"C2";"SCLA";0
2019;5;"C2";"SCLA";0
2015;6;"C2";"SCLA";0
2016;6;"C2";"SCLA";0
2017;6;"C2";"SCLA";0
2019;6;"C2";"SCLA";0
2015;7;"C2";"SCLA";0
2016;7;"C2";"SCLA";2
2017;7;"C2";"SCLA";0
2019;7;"C2";"SCLA";0
2015;8;"C2";"SCLA";0
2016;8;"C2";"SCLA";2
2017;8;"C2";"SCLA";0
2019;8;"C2";"SCLA";0
2015;9;"C2";"SCLA";0
2016;9;"C2";"SCLA";0
2017;9;"C2";"SCLA";0
2019;9;"C2";"SCLA";0
2015;1;"C3";"SCLA";0
2016;1;"C3";"SCLA";1
2017;1;"C3";"SCLA";0
2019;1;"C3";"SCLA";0
2015;2;"C3";"SCLA";0
2016;2;"C3";"SCLA";0
2017;2;"C3";"SCLA";0
2019;2;"C3";"SCLA";0
2015;3;"C3";"SCLA";0
2016;3;"C3";"SCLA";0
2017;3;"C3";"SCLA";2
2019;3;"C3";"SCLA";0
2015;4;"C3";"SCLA";39
2016;4;"C3";"SCLA";0
2017;4;"C3";"SCLA";0
2019;4;"C3";"SCLA";0
2015;5;"C3";"SCLA";3
2016;5;"C3";"SCLA";0
2017;5;"C3";"SCLA";0
2019;5;"C3";"SCLA";0
2015;6;"C3";"SCLA";0
2016;6;"C3";"SCLA";0
2017;6;"C3";"SCLA";0
2019;6;"C3";"SCLA";0
2015;7;"C3";"SCLA";0
2016;7;"C3";"SCLA";0
2017;7;"C3";"SCLA";0
2019;7;"C3";"SCLA";0
2015;8;"C3";"SCLA";0
2016;8;"C3";"SCLA";0
2017;8;"C3";"SCLA";0
2019;8;"C3";"SCLA";2
2015;9;"C3";"SCLA";0
2016;9;"C3";"SCLA";2
2017;9;"C3";"SCLA";0
2019;9;"C3";"SCLA";0
2015;1;"C4";"SCLA";2
2016;1;"C4";"SCLA";0
2017;1;"C4";"SCLA";0
2019;1;"C4";"SCLA";0
2015;2;"C4";"SCLA";0
2016;2;"C4";"SCLA";0
2017;2;"C4";"SCLA";2
2019;2;"C4";"SCLA";0
2015;3;"C4";"SCLA";0
2016;3;"C4";"SCLA";4
2017;3;"C4";"SCLA";0
2019;3;"C4";"SCLA";0
2015;4;"C4";"SCLA";12
2016;4;"C4";"SCLA";0
2017;4;"C4";"SCLA";0
2019;4;"C4";"SCLA";0
2015;5;"C4";"SCLA";1
2016;5;"C4";"SCLA";0
2017;5;"C4";"SCLA";0
2019;5;"C4";"SCLA";0
2015;6;"C4";"SCLA";0
2016;6;"C4";"SCLA";0
2017;6;"C4";"SCLA";0
2019;6;"C4";"SCLA";0
2015;7;"C4";"SCLA";0
2016;7;"C4";"SCLA";3
2017;7;"C4";"SCLA";0
2019;7;"C4";"SCLA";0
2015;8;"C4";"SCLA";0
2016;8;"C4";"SCLA";0
2017;8;"C4";"SCLA";0
2019;8;"C4";"SCLA";0
2015;9;"C4";"SCLA";0
2016;9;"C4";"SCLA";0
2017;9;"C4";"SCLA";0
2019;9;"C4";"SCLA";0
2015;1;"C5";"SCLA";1
2016;1;"C5";"SCLA";0
2017;1;"C5";"SCLA";0
2019;1;"C5";"SCLA";0
2015;2;"C5";"SCLA";1
2016;2;"C5";"SCLA";0
2017;2;"C5";"SCLA";0
2019;2;"C5";"SCLA";0
2015;3;"C5";"SCLA";0
2016;3;"C5";"SCLA";4
2017;3;"C5";"SCLA";2
2019;3;"C5";"SCLA";0
2015;4;"C5";"SCLA";30
2016;4;"C5";"SCLA";14
2017;4;"C5";"SCLA";0
2019;4;"C5";"SCLA";0
2015;5;"C5";"SCLA";8
2016;5;"C5";"SCLA";0
2017;5;"C5";"SCLA";0
2019;5;"C5";"SCLA";0
2015;6;"C5";"SCLA";0
2016;6;"C5";"SCLA";0
2017;6;"C5";"SCLA";0
2019;6;"C5";"SCLA";0
2015;7;"C5";"SCLA";0
2016;7;"C5";"SCLA";0
2017;7;"C5";"SCLA";0
2019;7;"C5";"SCLA";0
2015;8;"C5";"SCLA";0
2016;8;"C5";"SCLA";0
2017;8;"C5";"SCLA";0
2019;8;"C5";"SCLA";0
2015;9;"C5";"SCLA";0
2016;9;"C5";"SCLA";2
2017;9;"C5";"SCLA";0
2019;9;"C5";"SCLA";0
2015;1;"C6";"SCLA";1
2016;1;"C6";"SCLA";1
2017;1;"C6";"SCLA";0
2019;1;"C6";"SCLA";0
2015;2;"C6";"SCLA";3
2016;2;"C6";"SCLA";0
2017;2;"C6";"SCLA";3
2019;2;"C6";"SCLA";0
2015;3;"C6";"SCLA";0
2016;3;"C6";"SCLA";0
2017;3;"C6";"SCLA";0
2019;3;"C6";"SCLA";0
2015;4;"C6";"SCLA";6
2016;4;"C6";"SCLA";2
2017;4;"C6";"SCLA";0
2019;4;"C6";"SCLA";0
2015;5;"C6";"SCLA";2
2016;5;"C6";"SCLA";0
2017;5;"C6";"SCLA";0
2019;5;"C6";"SCLA";0
2015;6;"C6";"SCLA";0
2016;6;"C6";"SCLA";0
2017;6;"C6";"SCLA";0
2019;6;"C6";"SCLA";0
2015;7;"C6";"SCLA";0
2016;7;"C6";"SCLA";4
2017;7;"C6";"SCLA";0
2019;7;"C6";"SCLA";2
2015;8;"C6";"SCLA";0
2016;8;"C6";"SCLA";0
2017;8;"C6";"SCLA";0
2019;8;"C6";"SCLA";0
2015;9;"C6";"SCLA";0
2016;9;"C6";"SCLA";0
2017;9;"C6";"SCLA";0
2019;9;"C6";"SCLA";0
2015;1;"D1";"SCLA";0
2016;1;"D1";"SCLA";0
2017;1;"D1";"SCLA";0
2019;1;"D1";"SCLA";0
2015;2;"D1";"SCLA";6
2016;2;"D1";"SCLA";1
2017;2;"D1";"SCLA";0
2019;2;"D1";"SCLA";0
2015;3;"D1";"SCLA";0
2016;3;"D1";"SCLA";0
2017;3;"D1";"SCLA";3
2019;3;"D1";"SCLA";0
2015;4;"D1";"SCLA";2
2016;4;"D1";"SCLA";0
2017;4;"D1";"SCLA";0
2019;4;"D1";"SCLA";0
2015;5;"D1";"SCLA";6
2016;5;"D1";"SCLA";0
2017;5;"D1";"SCLA";0
2019;5;"D1";"SCLA";0
2015;6;"D1";"SCLA";4
2016;6;"D1";"SCLA";0
2017;6;"D1";"SCLA";0
2019;6;"D1";"SCLA";0
2015;7;"D1";"SCLA";0
2016;7;"D1";"SCLA";0
2017;7;"D1";"SCLA";0
2019;7;"D1";"SCLA";0
2015;8;"D1";"SCLA";0
2016;8;"D1";"SCLA";0
2017;8;"D1";"SCLA";0
2019;8;"D1";"SCLA";0
2015;9;"D1";"SCLA";0
2016;9;"D1";"SCLA";0
2017;9;"D1";"SCLA";0
2019;9;"D1";"SCLA";0
2015;1;"D2";"SCLA";2
2016;1;"D2";"SCLA";0
2017;1;"D2";"SCLA";0
2019;1;"D2";"SCLA";0
2015;2;"D2";"SCLA";1
2016;2;"D2";"SCLA";0
2017;2;"D2";"SCLA";0
2019;2;"D2";"SCLA";0
2015;3;"D2";"SCLA";0
2016;3;"D2";"SCLA";0
2017;3;"D2";"SCLA";0
2019;3;"D2";"SCLA";0
2015;4;"D2";"SCLA";2
2016;4;"D2";"SCLA";0
2017;4;"D2";"SCLA";0
2019;4;"D2";"SCLA";0
2015;5;"D2";"SCLA";5
2016;5;"D2";"SCLA";0
2017;5;"D2";"SCLA";0
2019;5;"D2";"SCLA";0
2015;6;"D2";"SCLA";0
2016;6;"D2";"SCLA";0
2017;6;"D2";"SCLA";0
2019;6;"D2";"SCLA";0
2015;7;"D2";"SCLA";0
2016;7;"D2";"SCLA";0
2017;7;"D2";"SCLA";0
2019;7;"D2";"SCLA";0
2015;8;"D2";"SCLA";0
2016;8;"D2";"SCLA";0
2017;8;"D2";"SCLA";0
2019;8;"D2";"SCLA";0
2015;9;"D2";"SCLA";0
2016;9;"D2";"SCLA";0
2017;9;"D2";"SCLA";0
2019;9;"D2";"SCLA";0
2015;1;"D3";"SCLA";1
2016;1;"D3";"SCLA";0
2017;1;"D3";"SCLA";0
2019;1;"D3";"SCLA";0
2015;2;"D3";"SCLA";3
2016;2;"D3";"SCLA";3
2017;2;"D3";"SCLA";2
2019;2;"D3";"SCLA";0
2015;3;"D3";"SCLA";0
2016;3;"D3";"SCLA";2
2017;3;"D3";"SCLA";0
2019;3;"D3";"SCLA";0
2015;4;"D3";"SCLA";11
2016;4;"D3";"SCLA";0
2017;4;"D3";"SCLA";0
2019;4;"D3";"SCLA";0
2015;5;"D3";"SCLA";3
2016;5;"D3";"SCLA";0
2017;5;"D3";"SCLA";0
2019;5;"D3";"SCLA";0
2015;6;"D3";"SCLA";0
2016;6;"D3";"SCLA";0
2017;6;"D3";"SCLA";0
2019;6;"D3";"SCLA";0
2015;7;"D3";"SCLA";0
2016;7;"D3";"SCLA";0
2017;7;"D3";"SCLA";0
2019;7;"D3";"SCLA";3
2015;8;"D3";"SCLA";0
2016;8;"D3";"SCLA";0
2017;8;"D3";"SCLA";0
2019;8;"D3";"SCLA";0
2015;9;"D3";"SCLA";0
2016;9;"D3";"SCLA";0
2017;9;"D3";"SCLA";0
2019;9;"D3";"SCLA";0
2015;1;"D4";"SCLA";0
2016;1;"D4";"SCLA";0
2017;1;"D4";"SCLA";1
2019;1;"D4";"SCLA";0
2015;2;"D4";"SCLA";3
2016;2;"D4";"SCLA";0
2017;2;"D4";"SCLA";0
2019;2;"D4";"SCLA";0
2015;3;"D4";"SCLA";0
2016;3;"D4";"SCLA";2
2017;3;"D4";"SCLA";0
2019;3;"D4";"SCLA";0
2015;4;"D4";"SCLA";22
2016;4;"D4";"SCLA";2
2017;4;"D4";"SCLA";0
2019;4;"D4";"SCLA";0
2015;5;"D4";"SCLA";0
2016;5;"D4";"SCLA";0
2017;5;"D4";"SCLA";0
2019;5;"D4";"SCLA";0
2015;6;"D4";"SCLA";0
2016;6;"D4";"SCLA";0
2017;6;"D4";"SCLA";0
2019;6;"D4";"SCLA";0
2015;7;"D4";"SCLA";0
2016;7;"D4";"SCLA";0
2017;7;"D4";"SCLA";0
2019;7;"D4";"SCLA";0
2015;8;"D4";"SCLA";0
2016;8;"D4";"SCLA";0
2017;8;"D4";"SCLA";0
2019;8;"D4";"SCLA";0
2015;9;"D4";"SCLA";0
2016;9;"D4";"SCLA";2
2017;9;"D4";"SCLA";0
2019;9;"D4";"SCLA";0
2015;1;"D5";"SCLA";2
2016;1;"D5";"SCLA";1
2017;1;"D5";"SCLA";0
2019;1;"D5";"SCLA";0
2015;2;"D5";"SCLA";4
2016;2;"D5";"SCLA";4
2017;2;"D5";"SCLA";0
2019;2;"D5";"SCLA";0
2015;3;"D5";"SCLA";0
2016;3;"D5";"SCLA";8
2017;3;"D5";"SCLA";2
2019;3;"D5";"SCLA";0
2015;4;"D5";"SCLA";51
2016;4;"D5";"SCLA";0
2017;4;"D5";"SCLA";0
2019;4;"D5";"SCLA";0
2015;5;"D5";"SCLA";2
2016;5;"D5";"SCLA";0
2017;5;"D5";"SCLA";0
2019;5;"D5";"SCLA";0
2015;6;"D5";"SCLA";0
2016;6;"D5";"SCLA";0
2017;6;"D5";"SCLA";0
2019;6;"D5";"SCLA";0
2015;7;"D5";"SCLA";0
2016;7;"D5";"SCLA";0
2017;7;"D5";"SCLA";0
2019;7;"D5";"SCLA";0
2015;8;"D5";"SCLA";0
2016;8;"D5";"SCLA";0
2017;8;"D5";"SCLA";0
2019;8;"D5";"SCLA";0
2015;9;"D5";"SCLA";0
2016;9;"D5";"SCLA";0
2017;9;"D5";"SCLA";0
2019;9;"D5";"SCLA";0
2015;1;"D6";"SCLA";3
2016;1;"D6";"SCLA";0
2017;1;"D6";"SCLA";0
2019;1;"D6";"SCLA";0
2015;2;"D6";"SCLA";2
2016;2;"D6";"SCLA";0
2017;2;"D6";"SCLA";0
2019;2;"D6";"SCLA";0
2015;3;"D6";"SCLA";0
2016;3;"D6";"SCLA";0
2017;3;"D6";"SCLA";0
2019;3;"D6";"SCLA";0
2015;4;"D6";"SCLA";52
2016;4;"D6";"SCLA";2
2017;4;"D6";"SCLA";0
2019;4;"D6";"SCLA";0
2015;5;"D6";"SCLA";8
2016;5;"D6";"SCLA";0
2017;5;"D6";"SCLA";0
2019;5;"D6";"SCLA";0
2015;6;"D6";"SCLA";0
2016;6;"D6";"SCLA";0
2017;6;"D6";"SCLA";0
2019;6;"D6";"SCLA";0
2015;7;"D6";"SCLA";0
2016;7;"D6";"SCLA";0
2017;7;"D6";"SCLA";0
2019;7;"D6";"SCLA";0
2015;8;"D6";"SCLA";0
2016;8;"D6";"SCLA";0
2017;8;"D6";"SCLA";0
2019;8;"D6";"SCLA";0
2015;9;"D6";"SCLA";0
2016;9;"D6";"SCLA";0
2017;9;"D6";"SCLA";0
2019;9;"D6";"SCLA";0
2015;1;"E1";"SCLA";0
2016;1;"E1";"SCLA";1
2017;1;"E1";"SCLA";0
2019;1;"E1";"SCLA";0
2015;2;"E1";"SCLA";1
2016;2;"E1";"SCLA";4
2017;2;"E1";"SCLA";0
2019;2;"E1";"SCLA";0
2015;3;"E1";"SCLA";0
2016;3;"E1";"SCLA";0
2017;3;"E1";"SCLA";1
2019;3;"E1";"SCLA";0
2015;4;"E1";"SCLA";34
2016;4;"E1";"SCLA";0
2017;4;"E1";"SCLA";0
2019;4;"E1";"SCLA";0
2015;5;"E1";"SCLA";3
2016;5;"E1";"SCLA";0
2017;5;"E1";"SCLA";0
2019;5;"E1";"SCLA";0
2015;6;"E1";"SCLA";0
2016;6;"E1";"SCLA";0
2017;6;"E1";"SCLA";0
2019;6;"E1";"SCLA";0
2015;7;"E1";"SCLA";0
2016;7;"E1";"SCLA";0
2017;7;"E1";"SCLA";0
2019;7;"E1";"SCLA";0
2015;8;"E1";"SCLA";0
2016;8;"E1";"SCLA";0
2017;8;"E1";"SCLA";0
2019;8;"E1";"SCLA";0
2015;9;"E1";"SCLA";0
2016;9;"E1";"SCLA";0
2017;9;"E1";"SCLA";0
2019;9;"E1";"SCLA";0
2015;1;"E2";"SCLA";0
2016;1;"E2";"SCLA";0
2017;1;"E2";"SCLA";0
2019;1;"E2";"SCLA";0
2015;2;"E2";"SCLA";2
2016;2;"E2";"SCLA";6
2017;2;"E2";"SCLA";0
2019;2;"E2";"SCLA";0
2015;3;"E2";"SCLA";0
2016;3;"E2";"SCLA";0
2017;3;"E2";"SCLA";0
2019;3;"E2";"SCLA";0
2015;4;"E2";"SCLA";19
2016;4;"E2";"SCLA";0
2017;4;"E2";"SCLA";0
2019;4;"E2";"SCLA";0
2015;5;"E2";"SCLA";3
2016;5;"E2";"SCLA";0
2017;5;"E2";"SCLA";0
2019;5;"E2";"SCLA";0
2015;6;"E2";"SCLA";0
2016;6;"E2";"SCLA";0
2017;6;"E2";"SCLA";0
2019;6;"E2";"SCLA";0
2015;7;"E2";"SCLA";0
2016;7;"E2";"SCLA";0
2017;7;"E2";"SCLA";0
2019;7;"E2";"SCLA";0
2015;8;"E2";"SCLA";0
2016;8;"E2";"SCLA";0
2017;8;"E2";"SCLA";0
2019;8;"E2";"SCLA";0
2015;9;"E2";"SCLA";0
2016;9;"E2";"SCLA";4
2017;9;"E2";"SCLA";0
2019;9;"E2";"SCLA";0
2015;1;"E3";"SCLA";0
2016;1;"E3";"SCLA";0
2017;1;"E3";"SCLA";0
2019;1;"E3";"SCLA";0
2015;2;"E3";"SCLA";0
2016;2;"E3";"SCLA";0
2017;2;"E3";"SCLA";0
2019;2;"E3";"SCLA";0
2015;3;"E3";"SCLA";0
2016;3;"E3";"SCLA";0
2017;3;"E3";"SCLA";0
2019;3;"E3";"SCLA";0
2015;4;"E3";"SCLA";32
2016;4;"E3";"SCLA";0
2017;4;"E3";"SCLA";0
2019;4;"E3";"SCLA";0
2015;5;"E3";"SCLA";0
2016;5;"E3";"SCLA";0
2017;5;"E3";"SCLA";0
2019;5;"E3";"SCLA";0
2015;6;"E3";"SCLA";0
2016;6;"E3";"SCLA";0
2017;6;"E3";"SCLA";0
2019;6;"E3";"SCLA";0
2015;7;"E3";"SCLA";0
2016;7;"E3";"SCLA";0
2017;7;"E3";"SCLA";0
2019;7;"E3";"SCLA";0
2015;8;"E3";"SCLA";0
2016;8;"E3";"SCLA";0
2017;8;"E3";"SCLA";0
2019;8;"E3";"SCLA";0
2015;9;"E3";"SCLA";0
2016;9;"E3";"SCLA";0
2017;9;"E3";"SCLA";0
2019;9;"E3";"SCLA";0
2015;1;"E4";"SCLA";1
2016;1;"E4";"SCLA";1
2017;1;"E4";"SCLA";0
2019;1;"E4";"SCLA";0
2015;2;"E4";"SCLA";3
2016;2;"E4";"SCLA";12
2017;2;"E4";"SCLA";6
2019;2;"E4";"SCLA";0
2015;3;"E4";"SCLA";0
2016;3;"E4";"SCLA";0
2017;3;"E4";"SCLA";0
2019;3;"E4";"SCLA";0
2015;4;"E4";"SCLA";16
2016;4;"E4";"SCLA";0
2017;4;"E4";"SCLA";0
2019;4;"E4";"SCLA";0
2015;5;"E4";"SCLA";5
2016;5;"E4";"SCLA";0
2017;5;"E4";"SCLA";0
2019;5;"E4";"SCLA";0
2015;6;"E4";"SCLA";0
2016;6;"E4";"SCLA";0
2017;6;"E4";"SCLA";0
2019;6;"E4";"SCLA";0
2015;7;"E4";"SCLA";0
2016;7;"E4";"SCLA";0
2017;7;"E4";"SCLA";0
2019;7;"E4";"SCLA";0
2015;8;"E4";"SCLA";0
2016;8;"E4";"SCLA";0
2017;8;"E4";"SCLA";0
2019;8;"E4";"SCLA";0
2015;9;"E4";"SCLA";0
2016;9;"E4";"SCLA";0
2017;9;"E4";"SCLA";0
2019;9;"E4";"SCLA";0
2015;1;"E5";"SCLA";3
2016;1;"E5";"SCLA";2
2017;1;"E5";"SCLA";0
2019;1;"E5";"SCLA";0
2015;2;"E5";"SCLA";3
2016;2;"E5";"SCLA";0
2017;2;"E5";"SCLA";4
2019;2;"E5";"SCLA";0
2015;3;"E5";"SCLA";0
2016;3;"E5";"SCLA";0
2017;3;"E5";"SCLA";0
2019;3;"E5";"SCLA";0
2015;4;"E5";"SCLA";36
2016;4;"E5";"SCLA";0
2017;4;"E5";"SCLA";0
2019;4;"E5";"SCLA";0
2015;5;"E5";"SCLA";14
2016;5;"E5";"SCLA";0
2017;5;"E5";"SCLA";0
2019;5;"E5";"SCLA";0
2015;6;"E5";"SCLA";0
2016;6;"E5";"SCLA";0
2017;6;"E5";"SCLA";0
2019;6;"E5";"SCLA";0
2015;7;"E5";"SCLA";0
2016;7;"E5";"SCLA";0
2017;7;"E5";"SCLA";0
2019;7;"E5";"SCLA";0
2015;8;"E5";"SCLA";0
2016;8;"E5";"SCLA";0
2017;8;"E5";"SCLA";0
2019;8;"E5";"SCLA";0
2015;9;"E5";"SCLA";0
2016;9;"E5";"SCLA";0
2017;9;"E5";"SCLA";0
2019;9;"E5";"SCLA";0
2015;1;"E6";"SCLA";0
2016;1;"E6";"SCLA";0
2017;1;"E6";"SCLA";0
2019;1;"E6";"SCLA";0
2015;2;"E6";"SCLA";3
2016;2;"E6";"SCLA";0
2017;2;"E6";"SCLA";0
2019;2;"E6";"SCLA";0
2015;3;"E6";"SCLA";0
2016;3;"E6";"SCLA";1
2017;3;"E6";"SCLA";0
2019;3;"E6";"SCLA";0
2015;4;"E6";"SCLA";7
2016;4;"E6";"SCLA";0
2017;4;"E6";"SCLA";0
2019;4;"E6";"SCLA";0
2015;5;"E6";"SCLA";25
2016;5;"E6";"SCLA";0
2017;5;"E6";"SCLA";0
2019;5;"E6";"SCLA";0
2015;6;"E6";"SCLA";0
2016;6;"E6";"SCLA";0
2017;6;"E6";"SCLA";0
2019;6;"E6";"SCLA";0
2015;7;"E6";"SCLA";0
2016;7;"E6";"SCLA";0
2017;7;"E6";"SCLA";0
2019;7;"E6";"SCLA";0
2015;8;"E6";"SCLA";0
2016;8;"E6";"SCLA";0
2017;8;"E6";"SCLA";0
2019;8;"E6";"SCLA";0
2015;9;"E6";"SCLA";0
2016;9;"E6";"SCLA";0
2017;9;"E6";"SCLA";0
2019;9;"E6";"SCLA";0
2015;1;"F1";"SCLA";0
2016;1;"F1";"SCLA";0
2017;1;"F1";"SCLA";0
2019;1;"F1";"SCLA";0
2015;2;"F1";"SCLA";0
2016;2;"F1";"SCLA";0
2017;2;"F1";"SCLA";0
2019;2;"F1";"SCLA";0
2015;3;"F1";"SCLA";0
2016;3;"F1";"SCLA";0
2017;3;"F1";"SCLA";0
2019;3;"F1";"SCLA";0
2015;4;"F1";"SCLA";21
2016;4;"F1";"SCLA";12
2017;4;"F1";"SCLA";0
2019;4;"F1";"SCLA";0
2015;5;"F1";"SCLA";7
2016;5;"F1";"SCLA";0
2017;5;"F1";"SCLA";0
2019;5;"F1";"SCLA";0
2015;6;"F1";"SCLA";2
2016;6;"F1";"SCLA";10
2017;6;"F1";"SCLA";0
2019;6;"F1";"SCLA";0
2015;7;"F1";"SCLA";0
2016;7;"F1";"SCLA";0
2017;7;"F1";"SCLA";0
2019;7;"F1";"SCLA";0
2015;8;"F1";"SCLA";0
2016;8;"F1";"SCLA";0
2017;8;"F1";"SCLA";0
2019;8;"F1";"SCLA";0
2015;9;"F1";"SCLA";0
2016;9;"F1";"SCLA";0
2017;9;"F1";"SCLA";0
2019;9;"F1";"SCLA";0
2015;1;"F2";"SCLA";0
2016;1;"F2";"SCLA";0
2017;1;"F2";"SCLA";0
2019;1;"F2";"SCLA";0
2015;2;"F2";"SCLA";1
2016;2;"F2";"SCLA";2
2017;2;"F2";"SCLA";0
2019;2;"F2";"SCLA";0
2015;3;"F2";"SCLA";0
2016;3;"F2";"SCLA";0
2017;3;"F2";"SCLA";0
2019;3;"F2";"SCLA";0
2015;4;"F2";"SCLA";9
2016;4;"F2";"SCLA";0
2017;4;"F2";"SCLA";0
2019;4;"F2";"SCLA";0
2015;5;"F2";"SCLA";19
2016;5;"F2";"SCLA";0
2017;5;"F2";"SCLA";0
2019;5;"F2";"SCLA";0
2015;6;"F2";"SCLA";0
2016;6;"F2";"SCLA";6
2017;6;"F2";"SCLA";0
2019;6;"F2";"SCLA";0
2015;7;"F2";"SCLA";0
2016;7;"F2";"SCLA";0
2017;7;"F2";"SCLA";0
2019;7;"F2";"SCLA";0
2015;8;"F2";"SCLA";0
2016;8;"F2";"SCLA";0
2017;8;"F2";"SCLA";0
2019;8;"F2";"SCLA";0
2015;9;"F2";"SCLA";0
2016;9;"F2";"SCLA";0
2017;9;"F2";"SCLA";0
2019;9;"F2";"SCLA";0
2015;1;"F3";"SCLA";1
2016;1;"F3";"SCLA";0
2017;1;"F3";"SCLA";0
2019;1;"F3";"SCLA";0
2015;2;"F3";"SCLA";3
2016;2;"F3";"SCLA";0
2017;2;"F3";"SCLA";0
2019;2;"F3";"SCLA";0
2015;3;"F3";"SCLA";0
2016;3;"F3";"SCLA";0
2017;3;"F3";"SCLA";0
2019;3;"F3";"SCLA";0
2015;4;"F3";"SCLA";11
2016;4;"F3";"SCLA";0
2017;4;"F3";"SCLA";0
2019;4;"F3";"SCLA";0
2015;5;"F3";"SCLA";21
2016;5;"F3";"SCLA";2
2017;5;"F3";"SCLA";0
2019;5;"F3";"SCLA";1
2015;6;"F3";"SCLA";0
2016;6;"F3";"SCLA";0
2017;6;"F3";"SCLA";0
2019;6;"F3";"SCLA";0
2015;7;"F3";"SCLA";0
2016;7;"F3";"SCLA";0
2017;7;"F3";"SCLA";0
2019;7;"F3";"SCLA";0
2015;8;"F3";"SCLA";0
2016;8;"F3";"SCLA";0
2017;8;"F3";"SCLA";0
2019;8;"F3";"SCLA";0
2015;9;"F3";"SCLA";0
2016;9;"F3";"SCLA";0
2017;9;"F3";"SCLA";0
2019;9;"F3";"SCLA";0
2015;1;"F4";"SCLA";2
2016;1;"F4";"SCLA";1
2017;1;"F4";"SCLA";0
2019;1;"F4";"SCLA";0
2015;2;"F4";"SCLA";2
2016;2;"F4";"SCLA";0
2017;2;"F4";"SCLA";0
2019;2;"F4";"SCLA";0
2015;3;"F4";"SCLA";0
2016;3;"F4";"SCLA";0
2017;3;"F4";"SCLA";0
2019;3;"F4";"SCLA";0
2015;4;"F4";"SCLA";2
2016;4;"F4";"SCLA";0
2017;4;"F4";"SCLA";0
2019;4;"F4";"SCLA";0
2015;5;"F4";"SCLA";6
2016;5;"F4";"SCLA";0
2017;5;"F4";"SCLA";0
2019;5;"F4";"SCLA";0
2015;6;"F4";"SCLA";1
2016;6;"F4";"SCLA";0
2017;6;"F4";"SCLA";0
2019;6;"F4";"SCLA";0
2015;7;"F4";"SCLA";0
2016;7;"F4";"SCLA";0
2017;7;"F4";"SCLA";0
2019;7;"F4";"SCLA";0
2015;8;"F4";"SCLA";0
2016;8;"F4";"SCLA";0
2017;8;"F4";"SCLA";0
2019;8;"F4";"SCLA";0
2015;9;"F4";"SCLA";0
2016;9;"F4";"SCLA";0
2017;9;"F4";"SCLA";0
2019;9;"F4";"SCLA";0
2015;1;"F5";"SCLA";1
2016;1;"F5";"SCLA";0
2017;1;"F5";"SCLA";0
2019;1;"F5";"SCLA";0
2015;2;"F5";"SCLA";2
2016;2;"F5";"SCLA";4
2017;2;"F5";"SCLA";7
2019;2;"F5";"SCLA";1
2015;3;"F5";"SCLA";0
2016;3;"F5";"SCLA";0
2017;3;"F5";"SCLA";0
2019;3;"F5";"SCLA";0
2015;4;"F5";"SCLA";11
2016;4;"F5";"SCLA";0
2017;4;"F5";"SCLA";0
2019;4;"F5";"SCLA";0
2015;5;"F5";"SCLA";29
2016;5;"F5";"SCLA";0
2017;5;"F5";"SCLA";0
2019;5;"F5";"SCLA";0
2015;6;"F5";"SCLA";0
2016;6;"F5";"SCLA";0
2017;6;"F5";"SCLA";0
2019;6;"F5";"SCLA";0
2015;7;"F5";"SCLA";0
2016;7;"F5";"SCLA";0
2017;7;"F5";"SCLA";0
2019;7;"F5";"SCLA";0
2015;8;"F5";"SCLA";0
2016;8;"F5";"SCLA";0
2017;8;"F5";"SCLA";0
2019;8;"F5";"SCLA";0
2015;9;"F5";"SCLA";0
2016;9;"F5";"SCLA";0
2017;9;"F5";"SCLA";0
2019;9;"F5";"SCLA";0
2015;1;"F6";"SCLA";3
2016;1;"F6";"SCLA";1
2017;1;"F6";"SCLA";0
2019;1;"F6";"SCLA";0
2015;2;"F6";"SCLA";2
2016;2;"F6";"SCLA";16
2017;2;"F6";"SCLA";17
2019;2;"F6";"SCLA";0
2015;3;"F6";"SCLA";0
2016;3;"F6";"SCLA";0
2017;3;"F6";"SCLA";0
2019;3;"F6";"SCLA";0
2015;4;"F6";"SCLA";28
2016;4;"F6";"SCLA";0
2017;4;"F6";"SCLA";0
2019;4;"F6";"SCLA";0
2015;5;"F6";"SCLA";3
2016;5;"F6";"SCLA";0
2017;5;"F6";"SCLA";0
2019;5;"F6";"SCLA";0
2015;6;"F6";"SCLA";0
2016;6;"F6";"SCLA";2
2017;6;"F6";"SCLA";0
2019;6;"F6";"SCLA";0
2015;7;"F6";"SCLA";0
2016;7;"F6";"SCLA";0
2017;7;"F6";"SCLA";0
2019;7;"F6";"SCLA";0
2015;8;"F6";"SCLA";0
2016;8;"F6";"SCLA";0
2017;8;"F6";"SCLA";0
2019;8;"F6";"SCLA";0
2015;9;"F6";"SCLA";0
2016;9;"F6";"SCLA";0
2017;9;"F6";"SCLA";0
2019;9;"F6";"SCLA";0
2015;1;"A1";"SOAS";3
